日期,开盘价,收盘价,最高价,最低价,成交额,成交量,涨跌幅,涨跌额,涨跌率
20071102,1.98,1.98,2.2,1.615,548200,54820,0.00%,-3.24,-62.07%
20071105,2.335,1.615,2.34,1.615,1287400,128740,0.00%,-0.365,-18.43%
20071106,2.335,0.9,2.5,0.895,3148800,314880,0.00%,-0.715,-44.27%
20071107,2.335,0.9,2.335,0.895,1715800,171580,0.00%,0,0.00%
20071108,3,2.595,3,1.975,2542800,254280,0.00%,1.695,188.33%
20071109,1.975,1.255,1.98,1.2,2034800,203480,0.00%,-1.34,-51.64%
20071112,1.62,1.2,2.34,1.195,1154600,115460,0.00%,-0.055,-4.38%
20071113,1.26,0.895,1.26,0.895,524100,52410,0.00%,-0.305,-25.42%
20071114,1.255,0.9,1.255,0.89,592600,59260,0.00%,0.005,0.56%
20071115,4,1.97,4,1.615,1889700,188970,0.00%,1.07,118.89%
20071116,2.335,1.255,2.335,1.255,1671400,167140,0.00%,-0.715,-36.29%
20071119,1.975,1.615,1.975,1.615,936000,93600,0.00%,0.36,28.69%
20071120,1.255,1.975,1.98,1.255,4447000,444700,0.00%,0.36,22.29%
20071121,6.655,40,40,6.5,3578300,357830,0.00%,38.025,1925.32%
20071122,15,5.215,15,5.215,1907900,190790,0.00%,-34.785,-86.96%
20071123,1.975,2.8,3,1.97,1388400,138840,0.00%,-2.415,-46.31%
20071126,2.2,1.615,2.34,1.615,1217500,121750,0.00%,-1.185,-42.32%
20071127,1.98,1.255,1.985,1.255,2660800,266080,0.00%,-0.36,-22.29%
20071128,1.975,1.26,1.98,1.26,2638100,263810,0.00%,0.005,0.40%
20071129,1.615,0.9,1.98,0.9,1750300,175030,0.00%,-0.36,-28.57%
20071130,1.975,1.505,1.975,1.26,1841900,184190,0.00%,0.605,67.22%
20071203,1.975,1.25,1.98,0.9,2054800,205480,0.00%,-0.255,-16.94%
20071204,1.98,1.615,2.5,1.615,2643300,264330,0.00%,0.365,29.20%
20071205,30,23,45,19.8,4178300,417830,0.00%,21.385,1324.15%
20071206,3.78,5.215,15.5,3.78,4542900,454290,0.00%,-17.785,-77.33%
20071207,4.85,2,4.9,1.2,1847000,184700,0.00%,-3.215,-61.65%
20071210,1.7,0.905,1.7,0.9,2025800,202580,0.00%,-1.095,-54.75%
20071211,1.615,1.255,1.62,0.9,2107400,210740,0.00%,0.35,38.67%
20071212,1.615,1.26,1.62,1.255,2151700,215170,0.00%,0.005,0.40%
20071213,1.62,1.98,2.34,1.615,2348500,234850,0.00%,0.72,57.14%
20071214,48,90,99.9,45,2486200,248620,0.00%,88.02,4445.45%
20071217,5.215,1.615,12.055,1.615,2814100,281410,0.00%,-88.385,-98.21%
20071218,3,1.615,3.06,1.615,1043200,104320,0.00%,0,0.00%
20071219,1.615,1.19,1.62,0.89,1736500,173650,0.00%,-0.425,-26.32%
20071220,1.615,1.615,3.42,1.255,2611100,261110,0.00%,0.425,35.71%
20071221,1.615,1.39,2,1.255,3880500,388050,0.00%,-0.225,-13.93%
20071224,1.62,0.9,1.975,0.9,3072000,307200,0.00%,-0.49,-35.25%
20071225,1.615,0.8,1.615,0.8,1391000,139100,0.00%,-0.1,-11.11%
20071226,1.615,0.955,1.62,0.9,861200,86120,0.00%,0.155,19.37%
20071227,1.975,1.255,2.75,1.255,1628800,162880,0.00%,0.3,31.41%
20071228,1.62,2,3.06,1.26,759900,75990,0.00%,0.745,59.36%
20080102,1.615,1.255,1.975,1.255,2413300,241330,0.00%,-0.745,-37.25%
20080103,4,5.04,7.02,4,3791100,379110,0.00%,3.785,301.59%
20080104,1.98,1.615,3.055,1.615,3094200,309420,0.00%,-3.425,-67.96%
20080107,1.975,1.615,2.34,1.615,1778100,177810,0.00%,0,0.00%
20080108,1.615,0.9,1.615,0.9,937800,93780,0.00%,-0.715,-44.27%
20080109,1.62,0.895,2,0.895,1520200,152020,0.00%,-0.005,-0.56%
20080110,5.45,3.42,5.45,3.06,3807600,380760,0.00%,2.525,282.12%
20080111,1.975,1.615,1.98,1.255,3006800,300680,0.00%,-1.805,-52.78%
20080114,1.615,0.94,1.62,0.895,1413200,141320,0.00%,-0.675,-41.80%
20080115,1.61,0.895,1.61,0.895,1012300,101230,0.00%,-0.045,-4.79%
20080116,1.255,1.255,1.615,0.9,2334300,233430,0.00%,0.36,40.22%
20080117,2.695,3.04,6.03,2.695,3475500,347550,0.00%,1.785,142.23%
20080118,1.975,1.59,1.98,1.255,2695900,269590,0.00%,-1.45,-47.70%
20080121,2.7,1.585,2.7,1.26,4711000,471100,0.00%,-0.005,-0.31%
20080122,2.65,0.9,2.7,0.895,2781900,278190,0.00%,-0.685,-43.22%
20080123,1.975,1.255,1.975,0.9,2603800,260380,0.00%,0.355,39.44%
20080124,1.615,3.025,3.78,1.615,1705500,170550,0.00%,1.77,141.04%
20080125,30.01,15,40.005,8,3095500,309550,0.00%,11.975,395.87%
20080128,3.775,4,10.62,3.775,3611200,361120,0.00%,-11,-73.33%
20080129,3.78,1.26,4,1.26,3564100,356410,0.00%,-2.74,-68.50%
20080130,1.975,1.615,2.34,1.615,3582300,358230,0.00%,0.355,28.17%
20080131,2.695,5.22,9.905,2.695,6094700,609470,0.00%,3.605,223.22%
20080201,4,1.98,4.86,1.98,4644600,464460,0.00%,-3.24,-62.07%
20080204,2.34,2.34,14.4,1.62,3501300,350130,0.00%,0.36,18.18%
20080205,1.98,1.26,2.34,1.255,1590100,159010,0.00%,-1.08,-46.15%
20080213,1.975,1.26,2.25,1.26,3237500,323750,0.00%,0,0.00%
20080214,2.34,5.19,5.22,2.34,4184300,418430,0.00%,3.93,311.90%
20080215,2.7,1.615,2.7,1.615,2448600,244860,0.00%,-3.575,-68.88%
20080218,1.615,1.2,1.62,0.895,2284200,228420,0.00%,-0.415,-25.70%
20080219,1.615,1.23,1.615,0.895,2130800,213080,0.00%,0.03,2.50%
20080220,1.255,1.24,1.26,0.895,3669100,366910,0.00%,0.01,0.81%
20080221,3.5,1.62,8.1,1.26,4997600,499760,0.00%,0.38,30.65%
20080222,1.98,1.615,2.65,1.615,4329500,432950,0.00%,-0.005,-0.31%
20080225,1.62,1.615,1.98,1.615,1638800,163880,0.00%,0,0.00%
20080226,15,1.615,20,1.615,3211400,321140,0.00%,0,0.00%
20080227,1.975,3,5,1.62,2544600,254460,0.00%,1.385,85.76%
20080228,2.34,5.17,5.45,2.34,2630000,263000,0.00%,2.17,72.33%
20080229,1.62,1.1,2,1.1,2542000,254200,0.00%,-4.07,-78.72%
20080303,1.615,1.26,1.62,1.255,2772100,277210,0.00%,0.16,14.55%
20080304,1.255,1.615,1.62,1.255,4043700,404370,0.00%,0.355,28.17%
20080305,1.975,1.615,2,1.615,5164100,516410,0.00%,0,0.00%
20080306,2.7,1.595,3.42,1.59,3679600,367960,0.00%,-0.02,-1.24%
20080307,1.615,1.615,1.975,1.26,1611000,161100,0.00%,0.02,1.25%
20080310,1.615,1.255,1.62,1.25,2296500,229650,0.00%,-0.36,-22.29%
20080311,1.615,1.195,1.615,0.895,2593600,259360,0.00%,-0.06,-4.78%
20080312,1.615,0.9,1.615,0.895,2552000,255200,0.00%,-0.295,-24.69%
20080313,1.615,1.255,3.06,1.255,3021700,302170,0.00%,0.355,39.44%
20080314,1.615,1.62,1.62,1.615,1132100,113210,0.00%,0.365,29.08%
20080317,1.615,1.255,1.615,0.9,2133800,213380,0.00%,-0.365,-22.53%
20080318,1.615,1.255,1.615,0.9,2394300,239430,0.00%,0,0.00%
20080319,1.615,1.255,1.62,1.245,2098500,209850,0.00%,0,0.00%
20080320,2.335,1.62,3,1.615,2940000,294000,0.00%,0.365,29.08%
20080321,1.62,2.055,2.2,1.615,1302100,130210,0.00%,0.435,26.85%
20080324,1.615,1.255,1.615,1.255,2219300,221930,0.00%,-0.8,-38.93%
20080325,1.26,1.615,1.9,1.255,2143100,214310,0.00%,0.36,28.69%
20080326,1.615,1.615,1.95,1.255,1149600,114960,0.00%,0,0.00%
20080327,2.695,2.445,3.48,1.26,2570200,257020,0.00%,0.83,51.39%
20080328,1.975,1.62,2.335,1.615,965800,96580,0.00%,-0.825,-33.74%
20080331,1.615,1.255,1.72,1.255,2383000,238300,0.00%,-0.365,-22.53%
20080401,1.615,1.615,2.3,1.255,2023800,202380,0.00%,0.36,28.69%
20080402,3.415,2.34,3.415,1.615,3389200,338920,0.00%,0.725,44.89%
20080403,1.98,1.96,2.3,1.6,3546700,354670,0.00%,-0.38,-16.24%
20080407,1.615,1.255,1.62,1.255,3597300,359730,0.00%,-0.705,-35.97%
20080408,1.615,1.615,2.335,1.255,4886300,488630,0.00%,0.36,28.69%
20080409,3.415,2.25,9.9,2,7607000,760700,0.00%,0.635,39.32%
20080410,5.215,7.135,8.1,4.855,6831400,683140,0.00%,4.885,217.11%
20080411,2.335,1.255,2.5,1.255,3390600,339060,0.00%,-5.88,-82.41%
20080414,1.615,0.9,1.615,0.89,3399400,339940,0.00%,-0.355,-28.29%
20080415,1.975,1.255,1.98,1.255,2967100,296710,0.00%,0.355,39.44%
20080416,4.855,1.615,8,1.615,7618700,761870,0.00%,0.36,28.69%
20080417,4.855,6,7.5,4.855,6829900,682990,0.00%,4.385,271.52%
20080418,1.975,2.705,3.06,1.975,4405600,440560,0.00%,-3.295,-54.92%
20080421,1.615,1.255,1.98,1.255,3358500,335850,0.00%,-1.45,-53.60%
20080422,3.415,1.63,3.78,1.615,8797300,879730,0.00%,0.375,29.88%
20080423,2.335,2.125,2.98,1.975,6166800,616680,0.00%,0.495,30.37%
20080424,3.06,3.12,4.5,3.055,4574700,457470,0.00%,0.995,46.82%
20080425,2.8,1.62,3.8,1.62,6406300,640630,0.00%,-1.5,-48.08%
20080428,2.695,1.615,3.5,1.615,6209300,620930,0.00%,-0.005,-0.31%
20080429,3.78,1.98,5.22,1.975,4984200,498420,0.00%,0.365,22.60%
20080430,2.335,1.25,2.695,1.25,3684300,368430,0.00%,-0.73,-36.87%
20080505,1.615,1.255,1.64,1.255,5019400,501940,0.00%,0.005,0.40%
20080506,2.7,1.62,4.5,1.62,8051300,805130,0.00%,0.365,29.08%
20080507,3.4,2.42,4,2,5892800,589280,0.00%,0.8,49.38%
20080508,5.215,5.215,8,4.855,5398700,539870,0.00%,2.795,115.50%
20080509,2,1.615,2.34,1.615,2208500,220850,0.00%,-3.6,-69.03%
20080512,2,1.975,3.42,1.62,4855500,485550,0.00%,0.36,22.29%
20080513,2.7,1.58,4.86,1.26,6361100,636110,0.00%,-0.395,-20.00%
20080514,2.8,2.705,5.3,2.335,5153500,515350,0.00%,1.125,71.20%
20080515,3.415,2.7,5,2.7,4726800,472680,0.00%,-0.005,-0.18%
20080516,4.5,3.775,4.5,3.055,4571200,457120,0.00%,1.075,39.81%
20080519,2.5,2.7,5.9,2.5,5213900,521390,0.00%,-1.075,-28.48%
20080520,3.775,1.975,3.78,1.62,5136100,513610,0.00%,-0.725,-26.85%
20080521,1.975,1.255,2.335,1.255,2460100,246010,0.00%,-0.72,-36.46%
20080522,2.335,1.255,2.34,1.255,4331100,433110,0.00%,0,0.00%
20080523,1.615,1.615,1.97,1.615,4109900,410990,0.00%,0.36,28.69%
20080526,3.055,1.255,3.055,1.255,5298300,529830,0.00%,-0.36,-22.29%
20080527,2.4,1.98,3.775,1.615,6308500,630850,0.00%,0.725,57.77%
20080528,3.49,1.255,3.5,1.255,5814400,581440,0.00%,-0.725,-36.62%
20080529,3.055,5.215,5.215,1.98,4305800,430580,0.00%,3.96,315.54%
20080530,1.975,1.615,1.975,1.615,2202400,220240,0.00%,-3.6,-69.03%
20080602,1.975,1.255,1.98,1.255,3039800,303980,0.00%,-0.36,-22.29%
20080603,2.695,1.975,2.695,1.62,4885000,488500,0.00%,0.72,57.37%
20080604,1.98,1.255,2.7,1.255,4947700,494770,0.00%,-0.72,-36.46%
20080605,3.415,3.415,14,3.415,5727700,572770,0.00%,2.16,172.11%
20080606,2.34,3.415,7.02,2.34,6381500,638150,0.00%,0,0.00%
20080610,2.34,1.96,3.78,1.62,5517000,551700,0.00%,-1.455,-42.61%
20080611,2.335,1.975,4.05,1.975,4405700,440570,0.00%,0.015,0.77%
20080612,3.415,1.625,3.8,1.62,5314000,531400,0.00%,-0.35,-17.72%
20080613,1.975,1.255,1.98,1.255,4499100,449910,0.00%,-0.37,-22.77%
20080616,3.06,1.975,3.415,1.975,5368200,536820,0.00%,0.72,57.37%
20080617,2.335,1.975,2.69,1.975,6318600,631860,0.00%,0,0.00%
20080618,2.3,1.255,2.7,1.255,4295800,429580,0.00%,-0.72,-36.46%
20080619,3.055,1.62,3.055,1.62,3225500,322550,0.00%,0.365,29.08%
20080620,1.975,1.65,1.975,1.615,3674400,367440,0.00%,0.03,1.85%
20080623,1.98,1.255,1.98,1.25,4039800,403980,0.00%,-0.395,-23.94%
20080624,1.615,1.975,1.975,1.26,3295200,329520,0.00%,0.72,57.37%
20080625,1.615,1.26,2.34,1.26,4413500,441350,0.00%,-0.715,-36.20%
20080626,3.78,5.935,7.74,3.775,5657500,565750,0.00%,4.675,371.03%
20080627,2.335,1.98,4.495,1.98,5604000,560400,0.00%,-3.955,-66.64%
20080630,2.335,1.255,2.785,1.255,4115100,411510,0.00%,-0.725,-36.62%
20080701,1.615,0.93,1.98,0.9,3991100,399110,0.00%,-0.325,-25.90%
20080702,1.615,1.115,1.615,0.9,4048200,404820,0.00%,0.185,19.89%
20080703,2.335,1.62,2.34,1.615,4167500,416750,0.00%,0.505,45.29%
20080704,1.615,1.98,1.98,1.615,3723900,372390,0.00%,0.36,22.22%
20080707,3.775,1.975,3.78,1.975,5698300,569830,0.00%,-0.005,-0.25%
20080708,1.98,1.975,2.56,1.975,5914900,591490,0.00%,0,0.00%
20080709,1.975,1.26,2.33,1.26,3870500,387050,0.00%,-0.715,-36.20%
20080710,1.975,1.64,2.34,1.615,4250900,425090,0.00%,0.38,30.16%
20080711,1.98,1.62,1.98,1.615,4353600,435360,0.00%,-0.02,-1.22%
20080714,2.69,1.975,2.69,1.975,6866100,686610,0.00%,0.355,21.91%
20080715,2.33,1.615,2.4,1.615,6989100,698910,0.00%,-0.36,-18.23%
20080716,1.975,1.615,2,1.615,5041200,504120,0.00%,0,0.00%
20080717,1.98,1.62,2,1.62,4582900,458290,0.00%,0.005,0.31%
20080718,2.335,1.975,2.34,1.975,4889300,488930,0.00%,0.355,21.91%
20080721,2.335,2.695,3.06,2.335,8396600,839660,0.00%,0.72,36.46%
20080722,2.335,1.26,2.34,1.255,6666200,666620,0.00%,-1.435,-53.25%
20080723,1.98,0.9,1.98,0.895,4083700,408370,0.00%,-0.36,-28.57%
20080724,2.335,2.5,3.42,1.27,7026500,702650,0.00%,1.6,177.78%
20080725,2.695,2.8,4.86,2.34,7583300,758330,0.00%,0.3,12.00%
20080728,2.695,1.615,3.06,1.615,7793200,779320,0.00%,-1.185,-42.32%
20080729,1.975,1.875,2,1.615,4247800,424780,0.00%,0.26,16.10%
20080730,2.315,0.9,2.315,0.9,5942400,594240,0.00%,-0.975,-52.00%
20080731,2.695,1.26,7.7,1.26,8850200,885020,0.00%,0.36,40.00%
20080801,2.335,1.975,2.385,1.615,7226900,722690,0.00%,0.715,56.75%
20080804,2.335,1.55,2.335,1.26,7511600,751160,0.00%,-0.425,-21.52%
20080805,7,2.605,10.62,2.6,9011300,901130,0.00%,1.055,68.06%
20080806,3.055,7,16,3.055,8347400,834740,0.00%,4.395,168.71%
20080807,3.055,4.865,5.5,3.055,4071900,407190,0.00%,-2.135,-30.50%
20080808,2.695,1.6,2.695,1.255,3280800,328080,0.00%,-3.265,-67.11%
20080811,1.975,1.41,1.975,1.26,3592200,359220,0.00%,-0.19,-11.88%
20080812,1.62,1.185,1.62,1,3771800,377180,0.00%,-0.225,-15.96%
20080813,1.62,1.665,1.975,1.615,4991800,499180,0.00%,0.48,40.51%
20080814,3.415,7,7.74,3.415,7733100,773310,0.00%,5.335,320.42%
20080815,2.335,2.335,5.95,2.335,6081500,608150,0.00%,-4.665,-66.64%
20080818,3.02,2.62,3.055,2.005,3553100,355310,0.00%,0.285,12.21%
20080819,1.62,1.765,1.8,1.615,4053300,405330,0.00%,-0.855,-32.63%
20080820,1.615,1.62,1.975,1.615,4100100,410010,0.00%,-0.145,-8.22%
20080821,2.695,1.265,3,1.265,5396400,539640,0.00%,-0.355,-21.91%
20080822,1.98,1.98,2.34,1.975,5657500,565750,0.00%,0.715,56.52%
20080825,1.975,1.615,2.335,1.615,6411900,641190,0.00%,-0.365,-18.43%
20080826,2.695,2.35,2.7,1.975,7135900,713590,0.00%,0.735,45.51%
20080827,2.335,1.525,2.7,1.27,6719100,671910,0.00%,-0.825,-35.11%
20080828,3.055,2.34,4.8,1.975,6209300,620930,0.00%,0.815,53.44%
20080829,2.335,1.975,2.335,1.26,4926500,492650,0.00%,-0.365,-15.60%
20080901,2.335,1.26,2.335,1.255,6097600,609760,0.00%,-0.715,-36.20%
20080902,1.98,1.945,2.33,1.61,6044300,604430,0.00%,0.685,54.37%
20080903,1.975,1.995,2,1.615,4751100,475110,0.00%,0.05,2.57%
20080904,2.695,1.725,2.695,1.62,8663000,866300,0.00%,-0.27,-13.53%
20080905,2.33,2.075,2.45,1.975,6049700,604970,0.00%,0.35,20.29%
20080908,2.335,2.335,2.7,1.98,5529500,552950,0.00%,0.26,12.53%
20080909,2.335,1.82,2.695,1.255,5638300,563830,0.00%,-0.515,-22.06%
20080910,2.33,0.9,2.335,0.9,5265700,526570,0.00%,-0.92,-50.55%
20080911,2.335,2,2.695,1.62,8731200,873120,0.00%,1.1,122.22%
20080912,2.52,1.96,2.52,1.26,6545200,654520,0.00%,-0.04,-2.00%
20080916,2.335,2.325,2.345,1.975,8194400,819440,0.00%,0.365,18.62%
20080917,2.335,1.975,2.34,1.975,6569400,656940,0.00%,-0.35,-15.05%
20080918,2.695,1.98,2.7,1.975,7250700,725070,0.00%,0.005,0.25%
20080919,2.335,2.2,3.39,1.975,9194500,919450,0.00%,0.22,11.11%
20080922,2.695,1.62,4,1.615,10948300,1094830,0.00%,-0.58,-26.36%
20080923,2.34,1.62,3.3,1.615,16297300,1629730,0.00%,0,0.00%
20080924,2.335,3.485,4,1.975,15548800,1554880,0.00%,1.865,115.12%
20080925,8.095,17.47,28.79,8.095,14279600,1427960,0.00%,13.985,401.29%
20080926,4.855,2.095,8,1.26,11502600,1150260,0.00%,-15.375,-88.01%
20081006,2.335,0.9,3,0.9,17883000,1788300,0.00%,-1.195,-57.04%
20081007,2.335,2.7,3,1.975,10117600,1011760,0.00%,1.8,200.00%
20081008,2.335,1.365,2.335,0.9,7719300,771930,0.00%,-1.335,-49.44%
20081009,2.695,2,2.695,1.615,8995400,899540,0.00%,0.635,46.52%
20081010,2.335,2.5,3.06,1.975,6206100,620610,0.00%,0.5,25.00%
20081013,2.335,1.615,2.5,1.615,7401000,740100,0.00%,-0.885,-35.40%
20081014,2.335,1.26,2.34,1.26,9522500,952250,0.00%,-0.355,-21.98%
20081015,2.335,1.27,2.335,1.26,7525400,752540,0.00%,0.01,0.79%
20081016,2.695,1.955,2.695,1.62,7289900,728990,0.00%,0.685,53.94%
20081017,2.335,1.995,2.695,1.975,6302700,630270,0.00%,0.04,2.05%
20081020,2.335,1.62,2.48,1.62,6998900,699890,0.00%,-0.375,-18.80%
20081021,1.975,1.625,2.3,1.625,6396700,639670,0.00%,0.005,0.31%
20081022,2.335,2.3,2.34,1.355,7719300,771930,0.00%,0.675,41.54%
20081023,2.335,1.995,2.39,1.975,7213500,721350,0.00%,-0.305,-13.26%
20081024,2.335,1.95,2.39,1.95,7357700,735770,0.00%,-0.045,-2.26%
20081027,2.335,2.055,2.34,1.9,10068600,1006860,0.00%,0.105,5.38%
20081028,2.335,1.255,2.34,1.24,11756800,1175680,0.00%,-0.8,-38.93%
20081029,2.335,1.255,2.34,1.255,11755200,1175520,0.00%,0,0.00%
20081030,2.335,1.835,2.38,1.62,11761100,1176110,0.00%,0.58,46.22%
20081031,2.335,1.615,2.34,1.615,10427100,1042710,0.00%,-0.22,-11.99%
20081103,2.335,1.665,2.34,1.615,11116300,1111630,0.00%,0.05,3.10%
20081104,2.33,1.765,2.33,1.555,10882400,1088240,0.00%,0.1,6.01%
20081105,1.995,1.62,2.335,1.62,9960300,996030,0.00%,-0.145,-8.22%
20081106,2.335,1.975,3.78,1.63,10660600,1066060,0.00%,0.355,21.91%
20081107,2.335,1.975,2.34,1.975,9496000,949600,0.00%,0,0.00%
20081110,2.3,2.34,2.88,1.975,11874800,1187480,0.00%,0.365,18.48%
20081111,2.335,1.615,2.695,1.615,10500800,1050080,0.00%,-0.725,-30.98%
20081112,2.335,1.615,2.34,1.615,10737500,1073750,0.00%,0,0.00%
20081113,2.335,3.785,9,2.335,8350600,835060,0.00%,2.17,134.37%
20081114,2.695,1.695,2.7,1.62,9131700,913170,0.00%,-2.09,-55.22%
20081117,2.335,2.335,3.06,1.975,8329400,832940,0.00%,0.64,37.76%
20081118,2.335,2.695,2.8,2.335,7804900,780490,0.00%,0.36,15.42%
20081119,2.35,1.735,3.06,1.255,8074900,807490,0.00%,-0.96,-35.62%
20081120,3.775,3.555,6,3.4,8235000,823500,0.00%,1.82,104.90%
20081121,2.695,2.02,3.06,1.98,7043600,704360,0.00%,-1.535,-43.18%
20081124,2.34,1.29,2.695,1.27,6659900,665990,0.00%,-0.73,-36.14%
20081125,2.335,1.26,2.34,1.255,6257000,625700,0.00%,-0.03,-2.33%
20081126,2.335,1.615,2.34,1.615,6414100,641410,0.00%,0.355,28.17%
20081127,3.42,2.33,5,1.98,5962200,596220,0.00%,0.715,44.27%
20081128,2.335,1.98,2.35,1.975,8612900,861290,0.00%,-0.35,-15.02%
20081201,2.335,1.285,2.335,1.255,6392600,639260,0.00%,-0.695,-35.10%
20081202,1.975,1.98,2.2,1.615,7509800,750980,0.00%,0.695,54.09%
20081203,1.975,1.26,1.98,1.26,6206100,620610,0.00%,-0.72,-36.36%
20081204,4.495,1.2,4.495,1.19,9702800,970280,0.00%,-0.06,-4.76%
20081205,2,1.585,2,1.3,6433600,643360,0.00%,0.385,32.08%
20081208,1.975,1.62,1.975,1.615,6405600,640560,0.00%,0.035,2.21%
20081209,1.9,1.25,1.9,1,6636600,663660,0.00%,-0.37,-22.84%
20081210,1.96,0.905,1.96,0.905,6701300,670130,0.00%,-0.345,-27.60%
20081211,2.34,1.625,2.34,1.615,7200300,720030,0.00%,0.72,79.56%
20081212,1.9,1.62,1.9,1.26,5589400,558940,0.00%,-0.005,-0.31%
20081215,1.615,1.4,1.62,1.255,5908800,590880,0.00%,-0.22,-13.58%
20081216,1.615,1.59,1.615,1.255,6045000,604500,0.00%,0.19,13.57%
20081217,1.615,1.255,1.62,1.255,5553300,555330,0.00%,-0.335,-21.07%
20081218,1.62,2,2.7,1.62,8935700,893570,0.00%,0.745,59.36%
20081219,1.9,1.42,1.98,1.265,5807400,580740,0.00%,-0.58,-29.00%
20081222,1.615,0.9,1.62,0.9,5253300,525330,0.00%,-0.52,-36.62%
20081223,1.615,0.905,1.615,0.89,4847600,484760,0.00%,0.005,0.56%
20081224,1.615,1.265,1.615,1.255,6346300,634630,0.00%,0.36,39.78%
20081225,1.975,2.5,3.2,1.975,7294100,729410,0.00%,1.235,97.63%
20081226,1.615,1.255,1.62,1.2,5183600,518360,0.00%,-1.245,-49.80%
20081229,1.615,1.04,1.62,0.9,5852200,585220,0.00%,-0.215,-17.13%
20081230,3.415,1.26,4.5,1.26,5348100,534810,0.00%,0.22,21.15%
20081231,1.615,0.965,1.615,0.6,3614600,361460,0.00%,-0.295,-23.41%
20090105,1.26,1.15,1.475,0.895,7673300,767330,0.00%,0.185,19.17%
20090106,1.255,0.895,1.26,0.895,5366800,536680,0.00%,-0.255,-22.17%
20090107,1.005,1.005,1.2,0.9,5082600,508260,0.00%,0.11,12.29%
20090108,1.615,1.62,2.34,1.615,6503400,650340,0.00%,0.615,61.19%
20090109,1.255,0.895,1.26,0.895,3941800,394180,0.00%,-0.725,-44.75%
20090112,1.25,0.895,1.25,0.89,5355200,535520,0.00%,0,0.00%
20090113,0.905,0.89,1.23,0.89,5587300,558730,0.00%,-0.005,-0.56%
20090114,1.24,0.915,1.24,0.895,4854300,485430,0.00%,0.025,2.81%
20090115,2.34,0.935,2.34,0.9,5416900,541690,0.00%,0.02,2.19%
20090116,0.905,0.91,1.26,0.895,5109400,510940,0.00%,-0.025,-2.67%
20090119,1.215,0.79,1.26,0.6,4695200,469520,0.00%,-0.12,-13.19%
20090120,1.255,1.26,1.265,0.9,7070400,707040,0.00%,0.47,59.49%
20090121,1.255,1.255,1.26,0.9,6107100,610710,0.00%,-0.005,-0.40%
20090122,7,12.005,12.785,7,9467400,946740,0.00%,10.75,856.57%
20090123,1.615,0.5,3.42,0.5,6622900,662290,0.00%,-11.505,-95.84%
20090202,1.255,0.895,1.255,0.895,9710900,971090,0.00%,0.395,79.00%
20090203,1.1,0.9,1.1,0.65,7536900,753690,0.00%,0.005,0.56%
20090204,1,0.895,1,0.895,6527800,652780,0.00%,-0.005,-0.56%
20090205,1.62,1.62,2.3,1.615,7327700,732770,0.00%,0.725,81.01%
20090206,1.255,1.26,1.98,0.9,5555200,555520,0.00%,-0.36,-22.22%
20090209,1.255,0.9,1.26,0.895,7075200,707520,0.00%,-0.36,-28.57%
20090210,1.255,0.895,1.255,0.895,6740000,674000,0.00%,-0.005,-0.56%
20090211,1.255,0.895,1.255,0.895,5892000,589200,0.00%,0,0.00%
20090212,1.62,1.615,1.8,1.615,7270800,727080,0.00%,0.72,80.45%
20090213,1.2,0.895,1.25,0.895,6098000,609800,0.00%,-0.72,-44.58%
20090216,0.905,0.88,1.25,0.6,7429600,742960,0.00%,-0.015,-1.68%
20090217,0.905,0.89,1,0.6,6741600,674160,0.00%,0.01,1.14%
20090218,1.255,0.895,1.26,0.895,7626300,762630,0.00%,0.005,0.56%
20090219,1.62,1.97,2.7,1.615,8348100,834810,0.00%,1.075,120.11%
20090220,1.255,0.895,1.62,0.895,6065900,606590,0.00%,-1.075,-54.57%
20090223,0.905,0.905,0.905,0.895,5858000,585800,0.00%,0.01,1.12%
20090224,0.905,0.895,0.905,0.895,5048900,504890,0.00%,-0.01,-1.10%
20090225,0.905,0.9,1.26,0.895,6176500,617650,0.00%,0.005,0.56%
20090226,1.62,1.615,1.98,1.615,5990000,599000,0.00%,0.715,79.44%
20090227,1.255,0.9,1.26,0.895,6456000,645600,0.00%,-0.715,-44.27%
20090302,0.905,0.775,1.26,0.75,5832700,583270,0.00%,-0.125,-13.89%
20090303,1.255,0.895,1.26,0.89,6063800,606380,0.00%,0.12,15.48%
20090304,1.255,0.95,1.26,0.895,6240700,624070,0.00%,0.055,6.15%
20090305,1.975,0.9,2.1,0.9,7028500,702850,0.00%,-0.05,-5.26%
20090306,0.99,0.905,1.5,0.895,6040300,604030,0.00%,0.005,0.56%
20090309,0.905,1.26,1.26,0.895,5730800,573080,0.00%,0.355,39.23%
20090310,0.91,0.895,0.91,0.895,6520400,652040,0.00%,-0.365,-28.97%
20090311,0.905,0.885,0.915,0.5,6513900,651390,0.00%,-0.01,-1.12%
20090312,1.975,1.255,1.98,1.255,6958100,695810,0.00%,0.37,41.81%
20090313,0.905,0.905,0.905,0.7,6550600,655060,0.00%,-0.35,-27.89%
20090316,1,0.61,1,0.54,7061000,706100,0.00%,-0.295,-32.60%
20090317,0.905,0.895,0.91,0.895,6564100,656410,0.00%,0.285,46.72%
20090318,0.9,0.72,1.26,0.7,6587400,658740,0.00%,-0.175,-19.55%
20090319,1.975,3.46,4.2,1.62,5609100,560910,0.00%,2.74,380.56%
20090320,0.905,0.9,1.255,0.895,4998900,499890,0.00%,-2.56,-73.99%
